rating,text
5,"Perfect if you just want a good coffee with free Wi-Fi. They also have bagels, muffins etc. And don't miss their iced teas!"
4,Awesome coffee pl.better then glacier coffee and starbuck put to gether.the girls there do a fantastic job making that special coffee for you\nIt is now officially changed over  to common ground  coffee  java his is no longer in business Thant britni you done good taking over to push glacier coffee that much over
5,Trip was years and years ago but staff was quite friendly and gladly contended with our roudy troop.
2,Coffee is good for a while but a smile could change a DAY!
5,I love this cafe I recommend it
5,Quality local radio. Lots of awesome live performaces from Alaskan artists here. A nice place where nice people are.
5,"The KTOO building houses KTOO, KXLL and KRNN, our local public radio stations. The building has several recording studios as well as a public studio space which can be used for public broadcasts or events.\n\nKTOO is also home to 360 North, a television station focused on public and regional affairs. Gavel Alaska is a service of KTOO that brings coverage of the geographically isolated state legislature to remote parts of the state.\n\nEveryone in the building is super friendly and helpful, like they're all characters from some 1970's episode of Sesame Street."
5,Great staff as well as divergent programming! Love to listen to the station!
5,"Attended a Chamber event here in the studio, the location, staff and all settings were top notch."
5,Flagship public media center for Southeast Alaska
5,Radio \ud83e\udd40
5, null
5, null
5, null
5, null
5, null
5, null
3, null
5, null
4, null
5, null
5, null
4, null
5,"Here's what I like about Augustus Brown Swimming Pool: it's like Cheers: \""everybody knows your name.\"" It is convenient for me. It is the best fitness deal around (if you buy a pass), and most of all, the staff is fantastic (thanks to Chris, Kollin, and Mackenzie, et.al.)!"
5,The kids pool is Sooooo warm.
5,"Old school, but my favorite pool in Juneau for what I do (mostly laps)."
5,"I love this pool. It's an old facility and doesn't have a lot of fancy stuff, but it does its job being a center of community very well."
5,"Clean, well-staffed, salt-water! Remember quarters for the lockers."
5,Staff was very helpful getting grandson signed up for swimming lessons!  Thank you
5,Best fitness deal in town. I'm always happier after a visit.
5,Favorite spot downtown for the kids
3,It's alright
5, null
4, null
5, null
5, null
2, null
5, null
5, null
5,Friendly Atmosphere and always available to help.
5,",\ud83e\udd85\ud83d\udcf2\ud83d\udc96"
5, null
2, null
3,We would here mostly just to mail some postcards. We didn't stay long because we felt more like covid threats than customers.
5,It's one of my favorite shops in Juneau.  There is so much to discover and you couldn't find nicer people to help you.  It's locally owned and a huge supporter of Juneau!  It's a true gem in Downtown Juneau!
5,Fun artsy shop! I love that they only sell handmade jewelry. We also bought some items that they shipped to us. Everything went smoothly and the employees are very fun and helpful! Cutest stuff here. Gotta check it out!
5,One of my favorite stores in all of Alaska. Every visit to Juneau calls for a visit however brief it may be to Kindred Post. They have the very best greeting cards and post cards. Plus they make it so easy to mail just about anything. The staff here are always so welcoming and warm. The very best of Juneau!!
5,"I found this shop on my last visit to Juneau and highly recommend it. There\u2019s a contract Post Office inside and they make shipping easy with a large supply of boxes, a space to pack and label your items, and free tape and bubble wrap. The gift shop portion has a great selection of really interesting items. But their best feature is their incredibly friendly staff."
5,By far the coolest post office I've ever been to. They have a great little stationary/gift shop and they host community events. Great people who support great causes.  They seem to understand the importance of relationships.
5,Awesome! A post office? Sure. But the quality of goods they have for sale here is like nothing I've seen anywhere else. Looking for a gift to give to family back home?  This place is great. A slice of individuality in an area with lots of the same stuff for sale.
